src_ip,dst_ip,src_port,dst_port,protocol,packet_count,total_bytes,mean_packet_size,min_packet_size,max_packet_size,flow_duration,mean_iat,min_iat,max_iat,start_time,label
192.168.1.4,13.204.106.34,8840,443,TCP,101,9277,91.85,54,1304,370.8357,3.708357,0,20.583878,1779688150,YouTube
13.204.106.34,192.168.1.4,443,8840,TCP,155,516291,3330.91,54,27224,370.7392,2.407397,2.00E-06,20.583879,1779688151,YouTube
192.168.1.6,224.0.0.251,5353,5353,UDP,20,2060,103,103,103,380.3601,20.018951,19.934904,20.082397,1779688152,YouTube
192.168.1.4,40.74.78.229,9204,443,TCP,1,54,54,54,54,0,0,0,0,1779688154,YouTube
192.168.1.4,23.100.109.78,9206,443,TCP,1,54,54,54,54,0,0,0,0,1779688154,YouTube
192.168.1.4,4.247.188.224,8841,443,TCP,20,10654,532.7,54,1304,0.9444,0.049707,0,0.245646,1779688154,YouTube
4.247.188.224,192.168.1.4,443,8841,TCP,13,5424,417.23,54,3804,0.8502,0.070846,2.00E-06,0.149061,1779688155,YouTube
13.107.5.93,192.168.1.4,443,9203,TCP,1,54,54,54,54,0,0,0,0,1779688158,YouTube
192.168.1.4,192.168.1.1,64110,53,UDP,1,82,82,82,82,0,0,0,0,1779688167,YouTube
192.168.1.4,192.168.1.1,62472,53,UDP,1,82,82,82,82,0,0,0,0,1779688167,YouTube
192.168.1.4,192.168.1.1,61158,53,UDP,1,82,82,82,82,0,0,0,0,1779688167,YouTube
192.168.1.4,192.168.1.1,53052,53,UDP,1,96,96,96,96,0,0,0,0,1779688167,YouTube
192.168.1.4,192.168.1.1,50528,53,UDP,1,96,96,96,96,0,0,0,0,1779688167,YouTube
192.168.1.4,192.168.1.1,62833,53,UDP,1,96,96,96,96,0,0,0,0,1779688167,YouTube
192.168.1.1,192.168.1.4,53,62472,UDP,1,110,110,110,110,0,0,0,0,1779688167,YouTube
192.168.1.1,192.168.1.4,53,61158,UDP,1,98,98,98,98,0,0,0,0,1779688167,YouTube
192.168.1.1,192.168.1.4,53,64110,UDP,1,142,142,142,142,0,0,0,0,1779688167,YouTube
192.168.1.4,192.168.1.1,60924,53,UDP,1,75,75,75,75,0,0,0,0,1779688168,YouTube
192.168.1.4,192.168.1.1,50039,53,UDP,1,75,75,75,75,0,0,0,0,1779688168,YouTube
192.168.1.4,192.168.1.1,58054,53,UDP,1,75,75,75,75,0,0,0,0,1779688168,YouTube
192.168.1.1,192.168.1.4,53,53052,UDP,1,186,186,186,186,0,0,0,0,1779688168,YouTube
192.168.1.1,192.168.1.4,53,50528,UDP,1,157,157,157,157,0,0,0,0,1779688168,YouTube
192.168.1.1,192.168.1.4,53,62833,UDP,1,145,145,145,145,0,0,0,0,1779688168,YouTube
192.168.1.4,192.168.1.1,53288,53,UDP,1,96,96,96,96,0,0,0,0,1779688168,YouTube
192.168.1.4,192.168.1.1,61726,53,UDP,1,96,96,96,96,0,0,0,0,1779688168,YouTube
192.168.1.4,192.168.1.1,63980,53,UDP,1,96,96,96,96,0,0,0,0,1779688168,YouTube
192.168.1.4,142.250.207.70,1055,443,TCP,1,66,66,66,66,0,0,0,0,1779688168,YouTube
192.168.1.1,192.168.1.4,53,58054,UDP,1,365,365,365,365,0,0,0,0,1779688168,YouTube
192.168.1.1,192.168.1.4,53,50039,UDP,1,221,221,221,221,0,0,0,0,1779688168,YouTube
192.168.1.1,192.168.1.4,53,60924,UDP,1,124,124,124,124,0,0,0,0,1779688168,YouTube
192.168.1.4,104.114.67.71,9583,443,TCP,2,108,54,54,54,0.2877,0.287716,0.287716,0.287716,1779688168,YouTube
192.168.1.4,116.119.199.78,2935,443,TCP,1,66,66,66,66,0,0,0,0,1779688168,YouTube
142.250.207.70,192.168.1.4,443,1055,TCP,5,330,66,66,66,14.5841,3.646015,0.074712,8.416594,1779688168,YouTube
192.168.1.1,192.168.1.4,53,53288,UDP,1,186,186,186,186,0,0,0,0,1779688168,YouTube
192.168.1.1,192.168.1.4,53,61726,UDP,1,157,157,157,157,0,0,0,0,1779688168,YouTube
192.168.1.1,192.168.1.4,53,63980,UDP,1,145,145,145,145,0,0,0,0,1779688168,YouTube
116.119.199.78,192.168.1.4,443,2935,TCP,5,330,66,66,66,14.8075,3.701884,0.30938,8.445799,1779688168,YouTube
104.114.67.71,192.168.1.4,443,9583,TCP,2,132,66,54,78,0,1.00E-06,1.00E-06,1.00E-06,1779688168,YouTube
192.168.1.4,192.168.1.1,63763,53,UDP,1,96,96,96,96,0,0,0,0,1779688169,YouTube
192.168.1.4,192.168.1.1,49666,53,UDP,2,174,87,78,96,60.2285,60.228534,60.228534,60.228534,1779688169,YouTube
192.168.1.4,192.168.1.1,50273,53,UDP,1,96,96,96,96,0,0,0,0,1779688169,YouTube
192.168.1.1,192.168.1.4,53,63763,UDP,1,186,186,186,186,0,0,0,0,1779688169,YouTube
192.168.1.1,192.168.1.4,53,50273,UDP,1,145,145,145,145,0,0,0,0,1779688169,YouTube
192.168.1.1,192.168.1.4,53,49666,UDP,2,292,146,135,157,60.2203,60.220291,60.220291,60.220291,1779688169,YouTube
192.168.1.4,192.168.1.1,56549,53,UDP,1,85,85,85,85,0,0,0,0,1779688169,YouTube
192.168.1.4,192.168.1.1,62784,53,UDP,1,85,85,85,85,0,0,0,0,1779688169,YouTube
192.168.1.4,192.168.1.1,49878,53,UDP,1,85,85,85,85,0,0,0,0,1779688169,YouTube
192.168.1.1,192.168.1.4,53,56549,UDP,1,142,142,142,142,0,0,0,0,1779688169,YouTube
192.168.1.1,192.168.1.4,53,62784,UDP,1,113,113,113,113,0,0,0,0,1779688169,YouTube
192.168.1.1,192.168.1.4,53,49878,UDP,1,101,101,101,101,0,0,0,0,1779688169,YouTube
192.168.1.4,192.168.1.1,55926,53,UDP,1,75,75,75,75,0,0,0,0,1779688169,YouTube
192.168.1.4,192.168.1.1,55837,53,UDP,1,75,75,75,75,0,0,0,0,1779688169,YouTube
192.168.1.4,192.168.1.1,60985,53,UDP,1,75,75,75,75,0,0,0,0,1779688169,YouTube
192.168.1.4,192.168.1.1,56103,53,UDP,1,82,82,82,82,0,0,0,0,1779688169,YouTube
192.168.1.4,192.168.1.1,54628,53,UDP,1,82,82,82,82,0,0,0,0,1779688169,YouTube
192.168.1.4,192.168.1.1,56847,53,UDP,1,82,82,82,82,0,0,0,0,1779688169,YouTube
192.168.1.4,192.168.1.1,59123,53,UDP,1,85,85,85,85,0,0,0,0,1779688169,YouTube
192.168.1.4,192.168.1.1,57172,53,UDP,1,85,85,85,85,0,0,0,0,1779688169,YouTube
192.168.1.4,192.168.1.1,55977,53,UDP,1,85,85,85,85,0,0,0,0,1779688169,YouTube
192.168.1.1,192.168.1.4,53,55926,UDP,1,132,132,132,132,0,0,0,0,1779688170,YouTube
192.168.1.1,192.168.1.4,53,60985,UDP,1,91,91,91,91,0,0,0,0,1779688170,YouTube
192.168.1.1,192.168.1.4,53,55837,UDP,1,103,103,103,103,0,0,0,0,1779688170,YouTube
192.168.1.1,192.168.1.4,53,56103,UDP,1,142,142,142,142,0,0,0,0,1779688170,YouTube
192.168.1.1,192.168.1.4,53,56847,UDP,1,98,98,98,98,0,0,0,0,1779688170,YouTube
192.168.1.1,192.168.1.4,53,59123,UDP,1,142,142,142,142,0,0,0,0,1779688170,YouTube
192.168.1.1,192.168.1.4,53,54628,UDP,1,110,110,110,110,0,0,0,0,1779688170,YouTube
192.168.1.1,192.168.1.4,53,57172,UDP,1,113,113,113,113,0,0,0,0,1779688170,YouTube
192.168.1.1,192.168.1.4,53,55977,UDP,1,101,101,101,101,0,0,0,0,1779688170,YouTube
192.168.1.4,192.168.1.1,51092,53,UDP,1,81,81,81,81,0,0,0,0,1779688170,YouTube
192.168.1.4,192.168.1.1,53882,53,UDP,1,81,81,81,81,0,0,0,0,1779688170,YouTube
192.168.1.4,192.168.1.1,64255,53,UDP,1,81,81,81,81,0,0,0,0,1779688170,YouTube
192.168.1.1,192.168.1.4,53,51092,UDP,1,198,198,198,198,0,0,0,0,1779688170,YouTube
192.168.1.1,192.168.1.4,53,53882,UDP,1,198,198,198,198,0,0,0,0,1779688170,YouTube
192.168.1.1,192.168.1.4,53,64255,UDP,1,282,282,282,282,0,0,0,0,1779688170,YouTube
192.168.1.4,13.204.106.34,6029,443,TCP,52,21255,408.75,54,1304,365.4321,7.165334,0,21.952228,1779688170,YouTube
13.204.106.34,192.168.1.4,443,6029,TCP,47,11659,248.06,54,5054,365.473,7.945065,0,21.952254,1779688170,YouTube
192.168.1.4,13.204.106.34,11093,443,TCP,35,7856,224.46,54,1304,360.9588,10.616434,0,44.95742,1779688174,YouTube
192.168.1.4,13.204.106.34,6138,443,TCP,39,8104,207.79,54,1304,360.9581,9.498897,0,44.957493,1779688174,YouTube
192.168.1.4,13.204.106.34,14575,443,TCP,38,8158,214.68,54,1304,360.9275,9.754797,0,44.961734,1779688174,YouTube
192.168.1.4,13.204.106.34,8111,443,TCP,35,7920,226.29,54,1304,361.008,10.617881,0,44.96544,1779688174,YouTube
192.168.1.4,13.204.106.34,3353,443,TCP,36,7938,220.5,54,1304,360.999,10.314258,0,44.965882,1779688174,YouTube
13.204.106.34,192.168.1.4,443,11093,TCP,40,9869,246.72,54,2554,360.9306,9.254632,1.00E-06,45.084165,1779688175,YouTube
13.204.106.34,192.168.1.4,443,6138,TCP,40,9870,246.75,54,2554,360.9306,9.254632,1.00E-06,45.082014,1779688175,YouTube
13.204.106.34,192.168.1.4,443,14575,TCP,40,9872,246.8,54,3804,360.9306,9.254632,0,45.087061,1779688175,YouTube
13.204.106.34,192.168.1.4,443,3353,TCP,38,9761,256.87,54,5054,360.9652,9.755818,0,45.081571,1779688175,YouTube
13.204.106.34,192.168.1.4,443,8111,TCP,37,9708,262.38,54,6304,360.9719,10.026999,1.00E-06,45.093553,1779688175,YouTube
192.168.1.6,239.255.255.250,54835,1900,UDP,1,167,167,167,167,0,0,0,0,1779688177,YouTube
40.126.17.132,192.168.1.4,443,1049,TCP,1,54,54,54,54,0,0,0,0,1779688187,YouTube
40.126.17.132,192.168.1.4,443,1046,TCP,1,54,54,54,54,0,0,0,0,1779688189,YouTube
192.168.1.4,40.126.17.132,9207,443,TCP,2,108,54,54,54,0.0688,0.068846,0.068846,0.068846,1779688203,YouTube
40.126.17.132,192.168.1.4,443,9207,TCP,1,54,54,54,54,0,0,0,0,1779688203,YouTube
192.168.1.4,35.82.215.9,3740,443,TCP,2,108,54,54,54,0.3894,0.389434,0.389434,0.389434,1779688222,YouTube
35.82.215.9,192.168.1.4,443,3740,TCP,2,132,66,54,78,0,1.00E-06,1.00E-06,1.00E-06,1779688223,YouTube
192.168.1.4,192.168.1.1,55015,53,UDP,1,80,80,80,80,0,0,0,0,1779688224,YouTube
192.168.1.4,192.168.1.1,56468,53,UDP,1,80,80,80,80,0,0,0,0,1779688224,YouTube
192.168.1.4,192.168.1.1,59084,53,UDP,1,80,80,80,80,0,0,0,0,1779688224,YouTube
192.168.1.4,192.168.1.1,52030,53,UDP,1,80,80,80,80,0,0,0,0,1779688224,YouTube
192.168.1.4,192.168.1.1,59840,53,UDP,1,80,80,80,80,0,0,0,0,1779688224,YouTube
192.168.1.4,192.168.1.1,63399,53,UDP,1,80,80,80,80,0,0,0,0,1779688224,YouTube
192.168.1.1,192.168.1.4,53,55015,UDP,1,167,167,167,167,0,0,0,0,1779688224,YouTube
192.168.1.1,192.168.1.4,53,52030,UDP,1,167,167,167,167,0,0,0,0,1779688224,YouTube
192.168.1.1,192.168.1.4,53,59084,UDP,1,126,126,126,126,0,0,0,0,1779688224,YouTube
192.168.1.1,192.168.1.4,53,63399,UDP,1,126,126,126,126,0,0,0,0,1779688224,YouTube
192.168.1.1,192.168.1.4,53,56468,UDP,1,138,138,138,138,0,0,0,0,1779688224,YouTube
192.168.1.1,192.168.1.4,53,59840,UDP,1,138,138,138,138,0,0,0,0,1779688224,YouTube
192.168.1.4,35.82.215.9,3531,443,TCP,2,108,54,54,54,0.3867,0.386721,0.386721,0.386721,1779688225,YouTube
35.82.215.9,192.168.1.4,443,3531,TCP,2,132,66,54,78,0,2.00E-06,2.00E-06,2.00E-06,1779688225,YouTube
192.168.1.4,192.168.1.1,49300,53,UDP,1,80,80,80,80,0,0,0,0,1779688229,YouTube
192.168.1.4,192.168.1.1,50825,53,UDP,1,80,80,80,80,0,0,0,0,1779688229,YouTube
192.168.1.4,192.168.1.1,61667,53,UDP,1,80,80,80,80,0,0,0,0,1779688229,YouTube
192.168.1.1,192.168.1.4,53,50825,UDP,1,138,138,138,138,0,0,0,0,1779688229,YouTube
192.168.1.1,192.168.1.4,53,49300,UDP,1,167,167,167,167,0,0,0,0,1779688229,YouTube
192.168.1.1,192.168.1.4,53,61667,UDP,1,126,126,126,126,0,0,0,0,1779688229,YouTube
192.168.1.4,192.168.1.1,64259,53,UDP,1,78,78,78,78,0,0,0,0,1779688229,YouTube
192.168.1.4,192.168.1.1,50054,53,UDP,1,78,78,78,78,0,0,0,0,1779688229,YouTube
192.168.1.1,192.168.1.4,53,64259,UDP,1,135,135,135,135,0,0,0,0,1779688229,YouTube
192.168.1.1,192.168.1.4,53,50054,UDP,1,94,94,94,94,0,0,0,0,1779688229,YouTube
192.168.1.4,35.219.153.27,11329,443,TCP,14,3531,252.21,54,1304,6.2946,0.4842,0,5.027103,1779688229,YouTube
192.168.1.4,35.219.153.27,3753,443,TCP,12,2453,204.42,54,1304,97.2193,8.838118,0,45.005343,1779688229,YouTube
35.219.153.27,192.168.1.4,443,11329,TCP,14,5730,409.29,54,1304,6.0185,0.46296,1.00E-06,4.7312,1779688229,YouTube
35.219.153.27,192.168.1.4,443,3753,TCP,11,5413,492.09,54,3804,97.0923,9.709232,2.00E-06,45.363657,1779688230,YouTube
192.168.1.4,192.168.1.1,62957,53,UDP,1,80,80,80,80,0,0,0,0,1779688230,YouTube
192.168.1.4,192.168.1.1,63369,53,UDP,1,80,80,80,80,0,0,0,0,1779688230,YouTube
192.168.1.4,192.168.1.1,58317,53,UDP,1,80,80,80,80,0,0,0,0,1779688230,YouTube
192.168.1.1,192.168.1.4,53,58317,UDP,1,126,126,126,126,0,0,0,0,1779688230,YouTube
192.168.1.1,192.168.1.4,53,62957,UDP,1,167,167,167,167,0,0,0,0,1779688230,YouTube
192.168.1.1,192.168.1.4,53,63369,UDP,1,138,138,138,138,0,0,0,0,1779688230,YouTube
192.168.1.4,192.168.1.1,60183,53,UDP,1,86,86,86,86,0,0,0,0,1779688230,YouTube
192.168.1.4,192.168.1.1,64258,53,UDP,1,86,86,86,86,0,0,0,0,1779688230,YouTube
192.168.1.4,192.168.1.1,55249,53,UDP,1,86,86,86,86,0,0,0,0,1779688230,YouTube
192.168.1.1,192.168.1.4,53,60183,UDP,1,160,160,160,160,0,0,0,0,1779688230,YouTube
192.168.1.1,192.168.1.4,53,64258,UDP,1,160,160,160,160,0,0,0,0,1779688230,YouTube
192.168.1.1,192.168.1.4,53,55249,UDP,1,366,366,366,366,0,0,0,0,1779688230,YouTube
192.168.1.4,142.251.222.206,59905,443,UDP,9,4752,528,73,1292,0.2445,0.030558,4.80E-05,0.110515,1779688230,YouTube
142.251.222.206,192.168.1.4,443,59905,UDP,12,5061,421.75,66,1292,0.2681,0.024372,1.00E-06,0.10842,1779688230,YouTube
192.168.1.6,239.255.255.250,42494,1900,UDP,1,167,167,167,167,0,0,0,0,1779688237,YouTube
192.168.1.4,192.168.1.1,56824,53,UDP,1,76,76,76,76,0,0,0,0,1779688253,YouTube
192.168.1.4,192.168.1.1,51924,53,UDP,1,76,76,76,76,0,0,0,0,1779688253,YouTube
192.168.1.4,192.168.1.1,63248,53,UDP,1,76,76,76,76,0,0,0,0,1779688253,YouTube
192.168.1.1,192.168.1.4,53,56824,UDP,1,101,101,101,101,0,0,0,0,1779688253,YouTube
192.168.1.1,192.168.1.4,53,51924,UDP,1,104,104,104,104,0,0,0,0,1779688253,YouTube
192.168.1.1,192.168.1.4,53,63248,UDP,1,92,92,92,92,0,0,0,0,1779688253,YouTube
192.168.1.4,48.211.4.16,8551,443,TCP,13,2285,175.77,54,1128,1.7644,0.147036,8.70E-05,0.402212,1779688283,YouTube
48.211.4.16,192.168.1.4,443,8551,TCP,11,5856,532.36,54,3804,1.3622,0.136223,1.00E-06,0.389426,1779688283,YouTube
192.168.1.4,192.168.1.1,56812,53,UDP,1,80,80,80,80,0,0,0,0,1779688286,YouTube
192.168.1.4,192.168.1.1,64443,53,UDP,1,80,80,80,80,0,0,0,0,1779688286,YouTube
192.168.1.4,192.168.1.1,60565,53,UDP,1,80,80,80,80,0,0,0,0,1779688286,YouTube
192.168.1.1,192.168.1.4,53,56812,UDP,1,167,167,167,167,0,0,0,0,1779688286,YouTube
192.168.1.1,192.168.1.4,53,64443,UDP,1,138,138,138,138,0,0,0,0,1779688286,YouTube
192.168.1.1,192.168.1.4,53,60565,UDP,1,126,126,126,126,0,0,0,0,1779688286,YouTube
192.168.1.4,192.168.1.1,52511,53,UDP,1,80,80,80,80,0,0,0,0,1779688291,YouTube
192.168.1.4,192.168.1.1,53036,53,UDP,1,80,80,80,80,0,0,0,0,1779688291,YouTube
192.168.1.4,192.168.1.1,61533,53,UDP,1,80,80,80,80,0,0,0,0,1779688291,YouTube
192.168.1.1,192.168.1.4,53,52511,UDP,1,167,167,167,167,0,0,0,0,1779688291,YouTube
192.168.1.1,192.168.1.4,53,53036,UDP,1,138,138,138,138,0,0,0,0,1779688291,YouTube
192.168.1.1,192.168.1.4,53,61533,UDP,1,126,126,126,126,0,0,0,0,1779688291,YouTube
192.168.1.4,20.189.173.10,8552,443,TCP,12,4094,341.17,54,1304,1.9662,0.178748,0,0.571655,1779688295,YouTube
20.189.173.10,192.168.1.4,443,8552,TCP,7,9445,1349.29,54,3804,1.1044,0.184058,1.00E-06,0.42751,1779688295,YouTube
192.168.1.6,239.255.255.250,58477,1900,UDP,1,167,167,167,167,0,0,0,0,1779688297,YouTube
192.168.1.4,34.125.80.210,5145,443,TCP,17,3768,221.65,54,1304,35.8049,2.237805,0,29.900523,1779688306,YouTube
192.168.1.4,34.125.80.210,1633,443,TCP,11,2432,221.09,54,1304,130.8502,13.085023,0,45.28229,1779688306,YouTube
34.125.80.210,192.168.1.4,443,5145,TCP,16,5860,366.25,54,3804,35.517,2.367799,1.00E-06,29.579882,1779688306,YouTube
34.125.80.210,192.168.1.4,443,1633,TCP,12,5467,455.58,54,2554,130.8275,11.893409,1.00E-06,45.286241,1779688307,YouTube
192.168.1.4,192.168.1.1,49784,53,UDP,1,77,77,77,77,0,0,0,0,1779688327,YouTube
192.168.1.4,192.168.1.1,59587,53,UDP,1,77,77,77,77,0,0,0,0,1779688327,YouTube
192.168.1.4,192.168.1.1,53756,53,UDP,1,77,77,77,77,0,0,0,0,1779688327,YouTube
192.168.1.1,192.168.1.4,53,59587,UDP,1,105,105,105,105,0,0,0,0,1779688327,YouTube
192.168.1.1,192.168.1.4,53,53756,UDP,1,109,109,109,109,0,0,0,0,1779688327,YouTube
192.168.1.1,192.168.1.4,53,49784,UDP,1,119,119,119,119,0,0,0,0,1779688327,YouTube
192.168.1.4,192.168.1.1,51736,53,UDP,1,97,97,97,97,0,0,0,0,1779688327,YouTube
192.168.1.4,192.168.1.1,57854,53,UDP,1,97,97,97,97,0,0,0,0,1779688327,YouTube
192.168.1.4,192.168.1.1,63309,53,UDP,1,97,97,97,97,0,0,0,0,1779688327,YouTube
192.168.1.1,192.168.1.4,53,57854,UDP,1,125,125,125,125,0,0,0,0,1779688327,YouTube
192.168.1.1,192.168.1.4,53,63309,UDP,1,129,129,129,129,0,0,0,0,1779688327,YouTube
192.168.1.1,192.168.1.4,53,51736,UDP,1,139,139,139,139,0,0,0,0,1779688327,YouTube
192.168.1.4,44.240.213.117,8207,443,TCP,16,5057,316.06,54,1304,1.6116,0.107442,0,0.323173,1779688343,YouTube
44.240.213.117,192.168.1.4,443,8207,TCP,16,5624,351.5,54,2554,1.2919,0.086125,0,0.32639,1779688344,YouTube
192.168.1.6,239.255.255.250,40422,1900,UDP,1,167,167,167,167,0,0,0,0,1779688357,YouTube
192.168.1.4,192.168.1.1,59693,53,UDP,1,97,97,97,97,0,0,0,0,1779688387,YouTube
192.168.1.4,192.168.1.1,56110,53,UDP,1,97,97,97,97,0,0,0,0,1779688387,YouTube
192.168.1.4,192.168.1.1,50989,53,UDP,1,97,97,97,97,0,0,0,0,1779688387,YouTube
192.168.1.1,192.168.1.4,53,56110,UDP,1,125,125,125,125,0,0,0,0,1779688387,YouTube
192.168.1.1,192.168.1.4,53,50989,UDP,1,129,129,129,129,0,0,0,0,1779688387,YouTube
192.168.1.1,192.168.1.4,53,59693,UDP,1,139,139,139,139,0,0,0,0,1779688387,YouTube
192.168.1.4,192.168.1.1,59690,53,UDP,1,80,80,80,80,0,0,0,0,1779688406,YouTube
192.168.1.4,192.168.1.1,64486,53,UDP,1,80,80,80,80,0,0,0,0,1779688406,YouTube
192.168.1.4,192.168.1.1,56828,53,UDP,1,80,80,80,80,0,0,0,0,1779688406,YouTube
192.168.1.1,192.168.1.4,53,59690,UDP,1,167,167,167,167,0,0,0,0,1779688406,YouTube
192.168.1.1,192.168.1.4,53,64486,UDP,1,138,138,138,138,0,0,0,0,1779688406,YouTube
192.168.1.1,192.168.1.4,53,56828,UDP,1,126,126,126,126,0,0,0,0,1779688406,YouTube
192.168.1.6,239.255.255.250,39085,1900,UDP,1,167,167,167,167,0,0,0,0,1779688417,YouTube
192.168.1.4,192.168.1.1,49722,53,UDP,1,75,75,75,75,0,0,0,0,1779688440,YouTube
192.168.1.4,192.168.1.1,62285,53,UDP,1,75,75,75,75,0,0,0,0,1779688440,YouTube
192.168.1.4,192.168.1.1,61597,53,UDP,1,75,75,75,75,0,0,0,0,1779688440,YouTube
192.168.1.1,192.168.1.4,53,49722,UDP,1,132,132,132,132,0,0,0,0,1779688440,YouTube
192.168.1.1,192.168.1.4,53,61597,UDP,1,91,91,91,91,0,0,0,0,1779688440,YouTube
192.168.1.1,192.168.1.4,53,62285,UDP,1,103,103,103,103,0,0,0,0,1779688440,YouTube
192.168.1.4,192.168.1.1,63094,53,UDP,1,97,97,97,97,0,0,0,0,1779688448,YouTube
192.168.1.4,192.168.1.1,51025,53,UDP,1,97,97,97,97,0,0,0,0,1779688448,YouTube
192.168.1.4,192.168.1.1,65472,53,UDP,1,97,97,97,97,0,0,0,0,1779688448,YouTube
192.168.1.1,192.168.1.4,53,65472,UDP,1,129,129,129,129,0,0,0,0,1779688448,YouTube
192.168.1.1,192.168.1.4,53,51025,UDP,1,125,125,125,125,0,0,0,0,1779688448,YouTube
192.168.1.1,192.168.1.4,53,63094,UDP,1,139,139,139,139,0,0,0,0,1779688448,YouTube
192.168.1.4,192.168.1.1,52397,53,UDP,1,80,80,80,80,0,0,0,0,1779688452,YouTube
192.168.1.4,192.168.1.1,61345,53,UDP,1,80,80,80,80,0,0,0,0,1779688452,YouTube
192.168.1.4,192.168.1.1,56438,53,UDP,1,80,80,80,80,0,0,0,0,1779688452,YouTube
192.168.1.1,192.168.1.4,53,52397,UDP,1,167,167,167,167,0,0,0,0,1779688452,YouTube
192.168.1.1,192.168.1.4,53,61345,UDP,1,138,138,138,138,0,0,0,0,1779688452,YouTube
192.168.1.1,192.168.1.4,53,56438,UDP,1,126,126,126,126,0,0,0,0,1779688452,YouTube
192.168.1.4,192.168.1.1,61663,53,UDP,1,78,78,78,78,0,0,0,0,1779688461,YouTube
192.168.1.4,192.168.1.1,62869,53,UDP,1,78,78,78,78,0,0,0,0,1779688461,YouTube
192.168.1.4,192.168.1.1,49873,53,UDP,1,78,78,78,78,0,0,0,0,1779688461,YouTube
192.168.1.1,192.168.1.4,53,61663,UDP,1,152,152,152,152,0,0,0,0,1779688461,YouTube
192.168.1.1,192.168.1.4,53,62869,UDP,1,214,214,214,214,0,0,0,0,1779688461,YouTube
192.168.1.1,192.168.1.4,53,49873,UDP,1,198,198,198,198,0,0,0,0,1779688461,YouTube
192.168.1.4,192.168.1.1,56123,53,UDP,1,86,86,86,86,0,0,0,0,1779688464,YouTube
192.168.1.4,192.168.1.1,63032,53,UDP,1,86,86,86,86,0,0,0,0,1779688464,YouTube
192.168.1.4,192.168.1.1,54065,53,UDP,1,86,86,86,86,0,0,0,0,1779688464,YouTube
192.168.1.1,192.168.1.4,53,56123,UDP,1,160,160,160,160,0,0,0,0,1779688464,YouTube
192.168.1.1,192.168.1.4,53,63032,UDP,1,160,160,160,160,0,0,0,0,1779688464,YouTube
192.168.1.1,192.168.1.4,53,54065,UDP,1,366,366,366,366,0,0,0,0,1779688464,YouTube
192.168.1.4,142.250.77.110,51544,443,UDP,8,4682,585.25,73,1292,0.3334,0.047636,6.20E-05,0.120946,1779688464,YouTube
142.250.77.110,192.168.1.4,443,51544,UDP,12,4859,404.92,66,1292,0.3387,0.030791,1.00E-06,0.118094,1779688464,YouTube
192.168.1.4,192.168.1.1,65221,53,UDP,1,80,80,80,80,0,0,0,0,1779688471,YouTube
192.168.1.4,192.168.1.1,52019,53,UDP,1,80,80,80,80,0,0,0,0,1779688471,YouTube
192.168.1.4,192.168.1.1,52846,53,UDP,1,80,80,80,80,0,0,0,0,1779688471,YouTube
192.168.1.1,192.168.1.4,53,52846,UDP,1,126,126,126,126,0,0,0,0,1779688471,YouTube
192.168.1.1,192.168.1.4,53,52019,UDP,1,138,138,138,138,0,0,0,0,1779688471,YouTube
192.168.1.1,192.168.1.4,53,65221,UDP,1,167,167,167,167,0,0,0,0,1779688471,YouTube
192.168.1.6,239.255.255.250,48608,1900,UDP,1,167,167,167,167,0,0,0,0,1779688477,YouTube
192.168.1.4,85.210.196.11,5994,443,TCP,13,1411,108.54,54,268,1.551,0.129249,4.30E-05,0.322664,1779688500,YouTube
192.168.1.4,23.211.137.42,5995,443,TCP,9,1018,113.11,54,256,0.3357,0.041968,0.001011,0.080436,1779688500,YouTube
23.211.137.42,192.168.1.4,443,5995,TCP,25,25857,1034.28,54,2554,0.2577,0.010735,2.00E-06,0.078966,1779688500,YouTube
85.210.196.11,192.168.1.4,443,5994,TCP,10,4846,484.6,54,3804,1.3254,0.147262,1.00E-06,0.325607,1779688500,YouTube
192.168.1.4,104.46.162.224,5996,443,TCP,11,4042,367.45,54,1304,1.9949,0.199486,0,1.306293,1779688500,YouTube
192.168.1.4,104.46.162.224,5997,443,TCP,12,4097,341.42,54,1304,1.9748,0.179525,0,1.280732,1779688500,YouTube
104.46.162.224,192.168.1.4,443,5996,TCP,8,9499,1187.38,54,7554,0.4717,0.067382,1.00E-06,0.250217,1779688500,YouTube
104.46.162.224,192.168.1.4,443,5997,TCP,7,9445,1349.29,54,7554,0.4776,0.079597,0,0.266552,1779688500,YouTube
192.168.1.4,85.210.196.11,5999,443,TCP,13,1992,153.23,54,835,1.4551,0.121256,4.00E-05,0.283917,1779688501,YouTube
192.168.1.4,104.46.162.224,6000,443,TCP,13,4257,327.46,54,1304,1.9892,0.165766,0,1.19276,1779688501,YouTube
85.210.196.11,192.168.1.4,443,5999,TCP,10,4865,486.5,54,3804,1.2375,0.137496,1.00E-06,0.271445,1779688501,YouTube
104.46.162.224,192.168.1.4,443,6000,TCP,11,9661,878.27,54,2554,0.5537,0.05537,0,0.255004,1779688501,YouTube
192.168.1.4,20.189.173.1,6001,443,TCP,16,4190,261.88,54,1304,2.0611,0.137406,0,0.367244,1779688502,YouTube
20.189.173.1,192.168.1.4,443,6001,TCP,10,5273,527.3,54,3804,1.6969,0.18855,1.00E-06,0.369254,1779688502,YouTube
192.168.1.4,85.210.196.11,6002,443,TCP,12,1938,161.5,54,835,1.8262,0.166016,6.00E-05,0.52379,1779688502,YouTube
