src_ip,dst_ip,src_port,dst_port,protocol,packet_count,total_bytes,mean_packet_size,min_packet_size,max_packet_size,flow_duration,mean_iat,min_iat,max_iat,start_time,label
192.168.1.4,139.144.214.95,13660,443,TCP,12,3696,308,54,1304,4.8992,0.445381,0,3.883416,1779695835,Browsing
192.168.1.4,35.214.190.4,6420,443,TCP,11,3371,306.45,54,1304,1.4768,0.147683,0,0.495292,1779695835,Browsing
192.168.1.4,35.186.253.211,9156,443,TCP,24,4601,191.71,54,1304,246.4668,10.715949,0,45.109792,1779695835,Browsing
192.168.1.4,35.186.253.211,6368,443,TCP,6,2155,359.17,54,1304,0.2115,0.042304,0,0.118208,1779695835,Browsing
192.168.1.4,34.96.71.22,10239,443,TCP,17,3535,207.94,54,1304,226.0073,14.125457,0,45.110267,1779695835,Browsing
192.168.1.4,34.160.19.107,4199,443,TCP,18,3507,194.83,54,1304,226.0065,13.294499,0,45.099881,1779695835,Browsing
35.186.253.211,192.168.1.4,443,9156,TCP,25,7256,290.24,54,2554,246.4313,10.26797,0,45.109528,1779695835,Browsing
34.96.71.22,192.168.1.4,443,10239,TCP,17,5483,322.53,54,1304,226.0272,14.126702,0,45.115177,1779695835,Browsing
35.186.253.211,192.168.1.4,443,6368,TCP,8,4634,579.25,54,1304,0.1675,0.023927,0,0.093259,1779695835,Browsing
34.160.19.107,192.168.1.4,443,4199,TCP,16,6353,397.06,54,3804,226.031,15.068731,1.00E-06,45.119354,1779695835,Browsing
192.168.1.4,139.144.214.95,5221,443,TCP,10,3620,362,54,1304,5.051,0.561225,0,3.905916,1779695835,Browsing
192.168.1.4,104.18.41.104,63835,443,UDP,12,5808,484,85,1292,9.7043,0.882207,2.80E-05,9.278742,1779695836,Browsing
35.214.190.4,192.168.1.4,443,6420,TCP,10,1688,168.8,54,581,1.2393,0.137701,1.00E-06,0.279119,1779695836,Browsing
139.144.214.95,192.168.1.4,443,10164,TCP,9,1323,147,54,590,4.8806,0.610071,1.00E-06,3.89423,1779695836,Browsing
139.144.214.95,192.168.1.4,443,10158,TCP,11,1889,171.73,54,590,5.6499,0.564993,0,3.973147,1779695836,Browsing
104.18.41.104,192.168.1.4,443,63835,UDP,14,7747,553.36,65,1242,9.6256,0.740433,1.00E-06,9.383638,1779695836,Browsing
192.168.1.4,54.65.189.56,3622,443,TCP,15,3267,217.8,54,1304,60.5471,4.324792,0,45.238244,1779695836,Browsing
192.168.1.4,98.86.41.214,14842,443,TCP,15,3328,221.87,54,1304,61.4011,4.385796,0,45.355388,1779695836,Browsing
139.144.214.95,192.168.1.4,443,13660,TCP,9,1143,127,54,512,4.9133,0.614164,0,3.929822,1779695836,Browsing
54.65.189.56,192.168.1.4,443,3622,TCP,15,5724,381.6,54,2554,60.5487,4.324905,1.00E-06,45.174499,1779695836,Browsing
139.144.214.95,192.168.1.4,443,5221,TCP,9,1143,127,54,512,5.0374,0.629676,0,3.95389,1779695836,Browsing
192.168.1.4,98.86.41.214,12667,443,TCP,10,2346,234.6,54,1304,61.0729,6.785877,0,45.006225,1779695836,Browsing
98.86.41.214,192.168.1.4,443,14842,TCP,15,4669,311.27,54,2554,61.404,4.386002,0,45.36151,1779695836,Browsing
192.168.1.4,3.138.255.217,12078,443,TCP,24,5958,248.25,54,1304,124.1206,5.396549,0,45.01525,1779695836,Browsing
192.168.1.4,3.138.255.217,14004,443,TCP,12,2605,217.08,54,1304,61.0137,5.546703,0,45.014933,1779695836,Browsing
98.86.41.214,192.168.1.4,443,12667,TCP,13,4269,328.38,54,1304,60.7292,5.060763,0,45.338404,1779695836,Browsing
3.138.255.217,192.168.1.4,443,12078,TCP,23,9036,392.87,54,2554,124.1136,5.641525,1.00E-06,45.349908,1779695836,Browsing
3.138.255.217,192.168.1.4,443,14004,TCP,12,5278,439.83,54,3804,60.7601,5.523642,0,45.350055,1779695836,Browsing
192.168.1.4,63.34.46.223,9399,443,TCP,37,22312,603.03,54,1304,252.7125,7.019791,0,45.238469,1779695838,Browsing
63.34.46.223,192.168.1.4,443,9399,TCP,31,12697,409.58,54,2554,252.7173,8.42391,0,45.239168,1779695838,Browsing
192.168.1.4,192.168.1.1,53602,53,UDP,1,91,91,91,91,0,0,0,0,1779695839,Browsing
192.168.1.1,192.168.1.4,53,53602,UDP,1,218,218,218,218,0,0,0,0,1779695839,Browsing
192.168.1.4,199.232.101.44,4363,443,TCP,183,14095,77.02,54,1304,247.3958,1.359318,0,45.109602,1779695839,Browsing
199.232.101.44,192.168.1.4,443,4363,TCP,224,479744,2141.71,54,16304,247.3868,1.109358,0,45.180809,1779695839,Browsing
192.168.1.4,192.0.66.2,7088,443,TCP,21,3555,169.29,54,1304,70.2623,3.513116,0,44.955378,1779695840,Browsing
192.0.66.2,192.168.1.4,443,7088,TCP,24,19782,824.25,54,2554,70.2493,3.054319,0,45.081484,1779695840,Browsing
192.168.1.4,135.125.170.28,8335,443,TCP,39,20620,528.72,54,1304,12.7486,0.335489,0,6.109771,1779695840,Browsing
192.168.1.4,74.214.196.131,9932,443,TCP,18,4882,271.22,54,1304,60.8869,3.581582,0,45.347288,1779695840,Browsing
192.168.1.4,141.226.228.48,4125,443,TCP,6,2071,345.17,54,1304,0.4637,0.092741,0,0.219828,1779695840,Browsing
192.168.1.4,141.226.228.48,2931,443,TCP,6,2167,361.17,54,1304,0.3967,0.079341,0,0.206415,1779695840,Browsing
192.168.1.4,141.226.228.48,2088,443,TCP,111,69388,625.12,54,1304,122.8787,1.117079,0,45.136402,1779695840,Browsing
192.168.1.4,141.226.228.48,12481,443,TCP,6,2071,345.17,54,1304,0.4641,0.092814,0,0.2191,1779695840,Browsing
192.168.1.4,54.155.18.159,2897,443,TCP,30,8082,269.4,54,1304,166.1561,5.72952,0,32.579159,1779695840,Browsing
192.168.1.4,35.244.154.8,11205,443,TCP,26,7016,269.85,54,1304,227.3628,9.094512,0,45.106908,1779695840,Browsing
192.168.1.4,141.226.224.32,11796,443,TCP,13,3288,252.92,54,1304,0.9615,0.080129,0,0.328891,1779695840,Browsing
192.168.1.4,69.173.158.64,12776,443,TCP,14,3921,280.07,54,1304,226.2284,17.402188,0,45.155934,1779695840,Browsing
192.168.1.4,23.106.50.37,1896,443,TCP,14,4874,348.14,54,1304,10.3482,0.796017,0,9.947211,1779695840,Browsing
192.168.1.4,141.226.230.48,14420,443,TCP,50,7945,158.9,54,1304,66.735,1.361939,0,44.953895,1779695840,Browsing
141.226.228.48,192.168.1.4,443,2931,TCP,6,3160,526.67,54,1304,0.4088,0.081756,0,0.201478,1779695840,Browsing
141.226.228.48,192.168.1.4,443,2088,TCP,82,26971,328.91,54,2554,122.9205,1.517537,0,45.23183,1779695840,Browsing
35.244.154.8,192.168.1.4,443,11205,TCP,29,13266,457.45,54,1304,227.3585,8.119947,0,45.115314,1779695840,Browsing
141.226.228.48,192.168.1.4,443,12481,TCP,5,3105,621,54,2554,0.4098,0.102457,0,0.239236,1779695840,Browsing
141.226.228.48,192.168.1.4,443,4125,TCP,7,3214,459.14,54,2554,0.3982,0.066361,0,0.239236,1779695840,Browsing
192.168.1.4,135.125.170.28,4071,443,TCP,10,2370,237,54,1304,7.4807,0.831187,0,5.995138,1779695840,Browsing
135.125.170.28,192.168.1.4,443,8335,TCP,47,33614,715.19,54,2554,12.7221,0.276568,0,6.109731,1779695840,Browsing
192.168.1.4,35.208.249.213,2087,443,TCP,18,3517,195.39,54,1304,227.5685,13.386382,0,45.327734,1779695840,Browsing
54.155.18.159,192.168.1.4,443,2897,TCP,30,7023,234.1,54,2554,166.1557,5.729508,0,32.82397,1779695840,Browsing
192.168.1.4,74.214.196.131,1277,443,TCP,13,2505,192.69,54,1304,1.6696,0.139131,0,0.451568,1779695840,Browsing
74.214.196.131,192.168.1.4,443,9932,TCP,21,12188,580.38,54,2554,60.9165,3.045825,0,45.301442,1779695840,Browsing
23.106.50.37,192.168.1.4,443,1896,TCP,13,5143,395.62,54,2554,10.3338,0.861149,1.00E-06,9.862838,1779695840,Browsing
69.173.158.64,192.168.1.4,443,12776,TCP,16,5537,346.06,54,1304,226.2572,15.083811,0,45.185521,1779695840,Browsing
192.168.1.4,141.226.224.32,5758,443,TCP,9,2348,260.89,54,1304,1.6329,0.204115,0,0.343471,1779695840,Browsing
192.168.1.4,141.226.230.48,12102,443,TCP,6,2062,343.67,54,1304,0.5517,0.110348,0,0.276057,1779695840,Browsing
141.226.224.32,192.168.1.4,443,11796,TCP,12,3469,289.08,54,2554,0.9336,0.084868,1.00E-06,0.317003,1779695840,Browsing
192.168.1.4,141.226.230.48,1303,443,TCP,10,2372,237.2,54,1304,60.9127,6.768074,0,45.023664,1779695840,Browsing
135.125.170.28,192.168.1.4,443,4071,TCP,9,3089,343.22,54,1304,7.4792,0.934903,1.00E-06,5.995157,1779695840,Browsing
141.226.230.48,192.168.1.4,443,14420,TCP,32,12998,406.19,54,2554,66.7182,2.1522,1.00E-06,45.314569,1779695840,Browsing
192.168.1.4,35.208.249.213,4114,443,TCP,12,2463,205.25,54,1304,61.0457,5.549607,0,44.970706,1779695840,Browsing
74.214.196.131,192.168.1.4,443,1277,TCP,11,7177,652.45,54,1304,1.3784,0.137842,1.00E-06,0.772143,1779695840,Browsing
35.208.249.213,192.168.1.4,443,2087,TCP,17,6524,383.76,54,1304,227.5473,14.221707,1.00E-06,45.325661,1779695841,Browsing
141.226.224.32,192.168.1.4,443,5758,TCP,6,2976,496,54,2554,1.3207,0.264144,1.00E-06,0.709666,1779695841,Browsing
141.226.230.48,192.168.1.4,443,12102,TCP,5,3105,621,54,2554,0.3743,0.09358,1.00E-06,0.275789,1779695841,Browsing
192.168.1.4,34.111.79.67,11553,443,TCP,17,3424,201.41,54,1304,225.8693,14.11683,0,45.108117,1779695841,Browsing
192.168.1.4,35.75.196.122,6035,443,TCP,15,3446,229.73,54,1304,60.5468,4.324772,0,45.229282,1779695841,Browsing
192.168.1.4,148.113.153.94,6406,443,TCP,16,4925,307.81,54,1304,4.8066,0.320442,0,1.948304,1779695841,Browsing
141.226.230.48,192.168.1.4,443,1303,TCP,8,3622,452.75,54,2554,60.6388,8.662682,1.00E-06,45.3063,1779695841,Browsing
192.168.1.4,142.251.43.34,8204,443,TCP,16,3677,229.81,54,1304,122.3288,8.155255,0,45.124149,1779695841,Browsing
34.111.79.67,192.168.1.4,443,11553,TCP,20,8155,407.75,54,1304,225.8694,11.887865,0,45.114766,1779695841,Browsing
192.168.1.4,34.111.113.62,10203,443,TCP,19,3841,202.16,54,1304,226.2579,12.569881,0,45.109108,1779695841,Browsing
142.251.43.34,192.168.1.4,443,8204,TCP,18,7340,407.78,54,1304,122.2498,7.191164,1.00E-06,45.116697,1779695841,Browsing
35.208.249.213,192.168.1.4,443,4114,TCP,8,5589,698.62,54,3804,60.7162,8.673742,0.001525,45.334344,1779695841,Browsing
35.75.196.122,192.168.1.4,443,6035,TCP,16,5756,359.75,54,2554,60.5583,4.037219,0,45.190952,1779695841,Browsing
34.111.113.62,192.168.1.4,443,10203,TCP,18,7576,420.89,54,2554,226.2698,13.309987,1.00E-06,45.119484,1779695841,Browsing
192.168.1.4,148.113.153.94,5286,443,TCP,9,2292,254.67,54,1304,2.8399,0.354993,0,2.01543,1779695841,Browsing
148.113.153.94,192.168.1.4,443,6406,TCP,15,6943,462.87,54,2198,4.8309,0.345064,1.00E-06,1.989771,1779695841,Browsing
192.168.1.4,34.117.77.79,8015,443,TCP,20,3805,190.25,54,1304,226.6139,11.927047,0,45.156456,1779695841,Browsing
192.168.1.4,32.184.157.243,7645,443,TCP,15,3424,228.27,54,1304,61.263,4.375929,0,45.32299,1779695841,Browsing
192.168.1.4,82.145.213.8,14061,443,TCP,14,3437,245.5,54,1304,84.3595,6.489194,0,45.004443,1779695841,Browsing
192.168.1.4,35.227.244.76,8585,443,TCP,19,4874,256.53,54,1304,226.1113,12.561739,0,45.116179,1779695841,Browsing
34.117.77.79,192.168.1.4,443,8015,TCP,27,7510,278.15,54,2554,226.6022,8.715469,1.00E-06,45.168263,1779695841,Browsing
192.168.1.6,239.255.255.250,37336,1900,UDP,1,167,167,167,167,0,0,0,0,1779695841,Browsing
148.113.153.94,192.168.1.4,443,5286,TCP,9,5285,587.22,54,3270,2.8448,0.355595,0,1.659672,1779695841,Browsing
192.168.1.4,148.251.40.112,11644,443,TCP,15,3931,262.07,54,1304,180.8037,12.914553,0,45.310758,1779695841,Browsing
35.227.244.76,192.168.1.4,443,8585,TCP,18,5109,283.83,54,1304,226.1129,13.300757,0,45.113109,1779695841,Browsing
192.168.1.4,34.111.113.62,51743,443,UDP,8,3768,471,73,1292,0.7078,0.101114,3.50E-05,0.201808,1779695841,Browsing
82.145.213.8,192.168.1.4,443,14061,TCP,13,6478,498.31,54,2554,84.351,7.029248,0,45.19803,1779695841,Browsing
192.168.1.4,32.184.157.243,8290,443,TCP,11,2499,227.18,54,1304,60.9007,6.090074,0,45.013764,1779695841,Browsing
192.168.1.4,35.244.159.8,7545,443,TCP,16,3417,213.56,54,1304,225.7482,15.049881,0,45.109922,1779695841,Browsing
34.111.113.62,192.168.1.4,443,51743,UDP,12,7499,624.92,66,1292,0.7066,0.064241,1.00E-06,0.320876,1779695841,Browsing
32.184.157.243,192.168.1.4,443,7645,TCP,16,5922,370.12,54,2554,61.2411,4.082737,0,45.320678,1779695841,Browsing
35.244.159.8,192.168.1.4,443,7545,TCP,14,6144,438.86,54,3804,225.738,17.364461,1.00E-06,45.104546,1779695841,Browsing
148.251.40.112,192.168.1.4,443,11644,TCP,16,4766,297.88,54,2554,180.8049,12.053663,0,45.311081,1779695841,Browsing
192.168.1.4,192.168.18.7,9891,443,TCP,5,330,66,66,66,15.0419,3.760486,1.01032,8.014011,1779695841,Browsing
192.168.1.4,35.244.154.8,55948,443,UDP,11,4816,437.82,73,1292,0.5028,0.05028,2.30E-05,0.216613,1779695842,Browsing
192.168.1.4,172.104.63.99,11263,443,TCP,14,3245,231.79,54,1304,65.3744,5.028797,0,45.007957,1779695842,Browsing
35.244.154.8,192.168.1.4,443,55948,UDP,15,10039,669.27,65,1292,0.5047,0.036051,0,0.252517,1779695842,Browsing
32.184.157.243,192.168.1.4,443,8290,TCP,14,5423,387.36,54,1304,60.7258,4.671215,1.00E-06,45.312768,1779695842,Browsing
172.104.63.99,192.168.1.4,443,11263,TCP,14,6437,459.79,54,1304,65.3546,5.027277,0,45.103933,1779695842,Browsing
192.168.1.4,192.168.18.7,4099,443,TCP,5,330,66,66,66,15.034,3.75849,1.00733,8.008519,1779695842,Browsing
192.168.1.4,172.66.1.242,6996,443,TCP,16,3647,227.94,54,1304,225.8397,15.05598,0,45.092653,1779695842,Browsing
192.168.1.4,3.120.164.232,12638,443,TCP,14,3196,228.29,54,1304,60.7515,4.673196,0,45.285262,1779695842,Browsing
172.66.1.242,192.168.1.4,443,6996,TCP,14,8002,571.57,54,3804,225.8583,17.373718,1.00E-06,45.084994,1779695842,Browsing
192.168.1.4,34.117.77.79,64045,443,UDP,5,2945,589,73,1292,0.2491,0.062273,3.50E-05,0.167817,1779695842,Browsing
34.117.77.79,192.168.1.4,443,64045,UDP,9,6557,728.56,66,1292,0.1798,0.022479,1.00E-06,0.081238,1779695842,Browsing
192.168.1.4,141.226.224.48,3736,443,TCP,18,3942,219,54,1304,63.0944,3.711434,0,44.961227,1779695842,Browsing
3.120.164.232,192.168.1.4,443,12638,TCP,16,6800,425,54,2554,60.7479,4.04986,0,45.23684,1779695842,Browsing
192.168.1.4,35.213.7.90,13290,443,TCP,20,4329,216.45,54,1304,227.462,11.971682,0,45.278039,1779695842,Browsing
192.168.1.4,13.228.155.80,2252,443,TCP,16,4804,300.25,54,1304,60.3383,4.022553,0,45.129664,1779695842,Browsing
192.168.1.4,18.141.33.54,8647,443,TCP,17,3394,199.65,54,1304,225.9946,14.12466,0,45.12382,1779695842,Browsing
13.228.155.80,192.168.1.4,443,2252,TCP,19,8734,459.68,54,2554,60.3433,3.352404,0,45.119294,1779695842,Browsing
35.213.7.90,192.168.1.4,443,13290,TCP,19,6102,321.16,54,1304,227.5324,12.640691,1.00E-06,45.279411,1779695842,Browsing
192.168.1.4,141.226.224.48,13545,443,TCP,11,2493,226.64,54,1304,62.0137,6.20137,0,45.007576,1779695842,Browsing
18.141.33.54,192.168.1.4,443,8647,TCP,16,5800,362.5,54,1304,226.0009,15.066727,2.00E-06,45.137474,1779695842,Browsing
141.226.224.48,192.168.1.4,443,3736,TCP,16,5390,336.88,54,2554,63.0937,4.206246,0,45.312386,1779695842,Browsing
192.168.1.4,54.251.140.206,2294,443,TCP,12,3348,279,54,1304,13.6156,1.237786,0,9.956406,1779695842,Browsing
192.168.1.4,82.145.213.8,12825,443,TCP,12,3335,277.92,54,1304,83.069,7.55173,0,45.006106,1779695842,Browsing
192.168.1.4,34.1.250.35,12374,443,TCP,16,3708,231.75,54,1304,227.1447,15.142977,0,45.294894,1779695842,Browsing
54.251.140.206,192.168.1.4,443,2294,TCP,12,7481,623.42,54,2554,13.6105,1.237314,2.00E-06,9.998112,1779695842,Browsing
192.168.1.4,13.228.155.80,1763,443,TCP,14,3330,237.86,54,1304,60.3731,4.644088,0,45.099134,1779695842,Browsing
141.226.224.48,192.168.1.4,443,13545,TCP,9,3677,408.56,54,2554,61.7117,7.713964,1.00E-06,45.323071,1779695843,Browsing
82.145.213.8,192.168.1.4,443,12825,TCP,12,6098,508.17,54,3804,83.0672,7.551568,1.00E-06,45.219335,1779695843,Browsing
34.1.250.35,192.168.1.4,443,12374,TCP,15,5129,341.93,54,1304,227.1592,16.225654,1.00E-06,45.287475,1779695843,Browsing
13.228.155.80,192.168.1.4,443,1763,TCP,17,8775,516.18,54,2554,60.3494,3.771836,0,45.118568,1779695843,Browsing
192.168.1.4,185.84.60.20,10949,443,TCP,16,3319,207.44,54,1304,120.4267,8.028449,0,45.198599,1779695843,Browsing
185.84.60.20,192.168.1.4,443,10949,TCP,17,7209,424.06,54,1304,120.4465,7.527907,1.00E-06,45.135947,1779695843,Browsing
192.168.1.4,139.144.214.95,9216,443,TCP,12,3384,282,54,1304,4.7595,0.432682,0,3.659624,1779695843,Browsing
192.168.1.4,8.2.110.113,1102,443,TCP,12,3123,260.25,54,1304,13.0135,1.183043,0,9.679338,1779695843,Browsing
192.168.1.4,139.144.214.95,7041,443,TCP,10,2403,240.3,54,1304,6.8235,0.758165,0,3.611761,1779695843,Browsing
192.168.1.4,35.213.7.90,64601,443,UDP,6,7752,1292,1292,1292,4.0082,0.801636,3.20E-05,1.897923,1779695843,Browsing
139.144.214.95,192.168.1.4,443,9216,TCP,12,5744,478.67,54,2198,4.7682,0.43347,1.00E-06,3.659587,1779695843,Browsing
192.168.1.4,8.2.110.113,14999,443,TCP,10,2354,235.4,54,1304,18.7399,2.08221,0,15.214427,1779695843,Browsing
192.168.1.4,43.153.236.51,10550,443,TCP,20,3555,177.75,54,1304,180.3661,9.492953,0,45.145224,1779695843,Browsing
192.168.1.4,185.184.8.90,9778,443,TCP,17,3431,201.82,54,1304,226.9672,14.185449,0,45.254781,1779695843,Browsing
8.2.110.113,192.168.1.4,443,1102,TCP,11,6284,571.27,54,2554,13.0038,1.300382,1.00E-06,9.735096,1779695843,Browsing
192.168.1.4,192.0.76.3,3528,443,TCP,21,3591,171,54,1304,113.3077,5.665384,0,45.082949,1779695843,Browsing
43.153.236.51,192.168.1.4,443,10550,TCP,23,7089,308.22,54,1296,180.3567,8.198031,0,45.119348,1779695843,Browsing
139.144.214.95,192.168.1.4,443,7041,TCP,8,5076,634.5,54,3804,6.8315,0.975934,3.00E-06,3.662149,1779695843,Browsing
192.0.76.3,192.168.1.4,443,3528,TCP,23,9074,394.52,54,2554,113.2704,5.148656,0,45.111077,1779695843,Browsing
192.168.1.4,185.184.8.90,5683,443,TCP,12,2530,210.83,54,1304,61.1215,5.556499,0,45.00167,1779695843,Browsing
185.184.8.90,192.168.1.4,443,9778,TCP,17,7256,426.82,54,1304,227.0625,14.191409,0,45.36113,1779695843,Browsing
8.2.110.113,192.168.1.4,443,14999,TCP,11,5759,523.55,54,2554,18.7319,1.873192,1.00E-06,15.214373,1779695844,Browsing
192.168.1.4,192.168.1.1,56398,53,UDP,1,76,76,76,76,0,0,0,0,1779695844,Browsing
192.168.1.4,192.168.1.1,50409,53,UDP,1,76,76,76,76,0,0,0,0,1779695844,Browsing
192.168.1.1,192.168.1.4,53,50409,UDP,1,92,92,92,92,0,0,0,0,1779695844,Browsing
192.168.1.1,192.168.1.4,53,56398,UDP,1,135,135,135,135,0,0,0,0,1779695844,Browsing
192.168.1.4,188.40.16.220,4658,443,TCP,13,3492,268.62,54,1304,15.9934,1.332784,0,15.259985,1779695844,Browsing
185.184.8.90,192.168.1.4,443,5683,TCP,12,6633,552.75,54,2554,60.8633,5.533026,0,45.23286,1779695844,Browsing
192.168.1.4,188.40.16.220,8102,443,TCP,9,2384,264.89,54,1304,17.9918,2.248976,0,15.261269,1779695844,Browsing
188.40.16.220,192.168.1.4,443,4658,TCP,12,4560,380,54,2554,15.9721,1.452008,1.00E-06,14.973839,1779695844,Browsing
192.168.1.4,141.226.228.48,6442,443,TCP,8,2230,278.75,54,1304,0.6224,0.088921,0,0.198101,1779695844,Browsing
192.168.1.4,141.226.228.48,2146,443,TCP,36,11543,320.64,54,1304,115.2082,3.291662,0,45.235373,1779695844,Browsing
188.40.16.220,192.168.1.4,443,8102,TCP,9,3747,416.33,54,1304,18.0055,2.250687,1.00E-06,14.985953,1779695844,Browsing
141.226.228.48,192.168.1.4,443,6442,TCP,6,3158,526.33,54,1304,0.4356,0.087128,1.00E-06,0.2073,1779695844,Browsing
141.226.228.48,192.168.1.4,443,2146,TCP,39,32830,841.79,54,6304,115.2466,3.032806,0,45.241412,1779695844,Browsing
192.168.1.4,95.173.218.112,5818,443,TCP,15,3407,227.13,54,1304,65.3441,4.667437,0,45.166412,1779695845,Browsing
95.173.218.112,192.168.1.4,443,5818,TCP,15,4993,332.87,54,1304,65.3553,4.668234,2.00E-06,45.116725,1779695845,Browsing
192.168.1.4,44.209.117.219,7865,443,TCP,12,3842,320.17,54,1304,10.8556,0.98687,0,5.534623,1779695845,Browsing
192.168.1.4,172.104.63.99,8650,443,TCP,13,3346,257.38,54,1304,80.3189,6.693238,0,44.961452,1779695845,Browsing
192.168.1.4,139.144.214.95,7863,443,TCP,10,3614,361.4,54,1304,5.3804,0.597822,0,4.049574,1779695845,Browsing
192.168.1.4,64.38.119.42,5363,443,TCP,27,4502,166.74,54,1304,59.9689,2.306495,0,29.988585,1779695845,Browsing
172.104.63.99,192.168.1.4,443,8650,TCP,13,6393,491.77,54,1304,80.3046,6.692051,0,45.162497,1779695845,Browsing
192.168.1.4,54.255.134.76,4325,443,TCP,11,3409,309.91,54,1304,3.3331,0.333309,0,2.997256,1779695845,Browsing
192.168.1.4,34.149.50.64,5487,443,TCP,19,5284,278.11,54,1304,225.883,12.549053,0,45.123884,1779695845,Browsing
192.168.1.4,131.153.206.102,5205,443,TCP,13,3186,245.08,54,1304,60.8938,5.074485,0,44.965523,1779695845,Browsing
192.168.1.4,3.125.95.225,3598,443,TCP,16,3313,207.06,54,1304,60.7533,4.050221,0,45.230723,1779695845,Browsing
192.168.1.4,44.240.157.96,5131,443,TCP,16,3801,237.56,54,1304,61.2612,4.084082,0,45.354101,1779695845,Browsing
54.255.134.76,192.168.1.4,443,4325,TCP,10,1560,156,54,400,3.3169,0.368544,1.00E-06,2.827283,1779695845,Browsing
192.168.1.4,44.209.117.219,11316,443,TCP,10,3800,380,54,1304,11.063,1.229217,0,5.691892,1779695845,Browsing
192.168.1.4,139.144.214.95,11286,443,TCP,12,3754,312.83,54,1304,5.1301,0.466374,0,3.884863,1779695845,Browsing
34.149.50.64,192.168.1.4,443,5487,TCP,18,10793,599.61,54,2554,225.9149,13.289111,1.00E-06,45.136454,1779695845,Browsing
192.168.1.4,74.121.143.245,8013,443,TCP,15,3553,236.87,54,1304,177.0564,12.646885,0,45.343417,1779695845,Browsing
131.153.206.102,192.168.1.4,443,5205,TCP,12,4456,371.33,54,2554,60.7691,5.524466,1.00E-06,45.141869,1779695845,Browsing
139.144.214.95,192.168.1.4,443,7863,TCP,8,1089,136.12,54,512,5.3589,0.765561,1.00E-06,4.103315,1779695845,Browsing
192.168.1.4,64.38.119.42,4007,443,TCP,18,2979,165.5,54,1304,34.9426,2.05545,0,33.520694,1779695845,Browsing
44.209.117.219,192.168.1.4,443,7865,TCP,6,900,150,54,450,6.2093,1.241858,1.00E-06,5.532184,1779695845,Browsing
64.38.119.42,192.168.1.4,443,5363,TCP,43,17122,398.19,54,1304,59.6262,1.419672,0,29.988229,1779695846,Browsing
3.125.95.225,192.168.1.4,443,3598,TCP,16,5695,355.94,54,1304,60.7414,4.049426,1.00E-06,45.287517,1779695846,Browsing
192.168.1.4,3.125.95.225,3786,443,TCP,12,2489,207.42,54,1304,60.4827,5.498428,0,45.014155,1779695846,Browsing
192.168.1.4,44.240.157.96,8262,443,TCP,10,2371,237.1,54,1304,60.8954,6.76616,0,45.005263,1779695846,Browsing
44.240.157.96,192.168.1.4,443,5131,TCP,16,6260,391.25,54,2554,61.2348,4.082321,0,45.295717,1779695846,Browsing
192.168.1.4,34.107.140.113,1889,443,TCP,18,3618,201,54,1304,225.921,13.289469,0,45.13079,1779695846,Browsing
139.144.214.95,192.168.1.4,443,11286,TCP,9,1135,126.11,54,512,5.1306,0.641324,1.00E-06,3.927875,1779695846,Browsing
192.168.1.4,74.121.143.245,11931,443,TCP,11,2490,226.36,54,1304,60.6285,6.062851,0,44.961301,1779695846,Browsing
44.209.117.219,192.168.1.4,443,11316,TCP,7,558,79.71,54,199,10.7346,1.789103,1.00E-06,5.277069,1779695846,Browsing
74.121.143.245,192.168.1.4,443,8013,TCP,14,5227,373.36,54,1662,177.0642,13.620323,1.00E-06,45.344025,1779695846,Browsing
34.107.140.113,192.168.1.4,443,1889,TCP,17,6805,400.29,54,2554,225.9464,14.121651,1.00E-06,45.120407,1779695846,Browsing
64.38.119.42,192.168.1.4,443,4007,TCP,25,15148,605.92,54,1304,34.6093,1.442053,0,33.933431,1779695846,Browsing
192.168.1.4,35.207.140.152,3134,443,TCP,15,3316,221.07,54,1304,226.8915,16.206537,0,45.249284,1779695846,Browsing
3.125.95.225,192.168.1.4,443,3786,TCP,14,5434,388.14,54,2554,60.4769,4.652071,0,45.316932,1779695846,Browsing
44.240.157.96,192.168.1.4,443,8262,TCP,13,5319,409.15,54,1304,60.5975,5.049792,1.00E-06,45.316478,1779695846,Browsing
74.121.143.245,192.168.1.4,443,11931,TCP,10,4247,424.7,54,1662,60.6386,6.737622,1.00E-06,45.294777,1779695846,Browsing
35.207.140.152,192.168.1.4,443,3134,TCP,13,5770,443.85,54,3714,226.9042,18.908682,2.00E-06,45.251302,1779695846,Browsing
192.168.1.4,207.65.33.79,10307,443,TCP,26,10973,422.04,54,1304,230.4377,9.217508,0,45.171548,1779695850,Browsing
207.65.33.79,192.168.1.4,443,10307,TCP,23,7858,341.65,54,2554,230.4716,10.47598,0,45.175987,1779695850,Browsing
192.168.1.4,35.244.159.8,60384,443,UDP,17,4740,278.82,73,1292,1.9708,0.123173,4.60E-05,0.782008,1779695856,Browsing
35.244.159.8,192.168.1.4,443,60384,UDP,20,7417,370.85,66,1292,2.006,0.10558,1.00E-06,0.755617,1779695856,Browsing
192.168.1.4,220.150.223.50,7599,443,TCP,8,3247,405.88,54,1304,0.57,0.081429,0,0.192338,1779695856,Browsing
192.168.1.4,35.186.253.211,61488,443,UDP,8,3756,469.5,74,1292,0.4426,0.063233,2.90E-05,0.125947,1779695856,Browsing
